SampleID,Species,Location,Date,Latitude,Longitude,Elevation,SampleName,Datum,Population,N,ReferenceSpecies,SetName
J359a,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359a,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J359b,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359b,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J359c,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359c,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J359d,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359d,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J359e,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359e,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J359g,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359g,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J359h,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359h,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J359i,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359i,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J361a,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361a,WGS84,NA,225,Eucalyptus albens,E_albens
J361b,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361b,WGS84,NA,225,Eucalyptus albens,E_albens
J361c,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361c,WGS84,NA,225,Eucalyptus albens,E_albens
J361d,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361d,WGS84,NA,225,Eucalyptus albens,E_albens
J361e,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361e,WGS84,NA,225,Eucalyptus albens,E_albens
J361f,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361f,WGS84,NA,225,Eucalyptus albens,E_albens
J361g,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361g,WGS84,NA,225,Eucalyptus albens,E_albens
J361h,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361h,WGS84,NA,225,Eucalyptus albens,E_albens
J361i,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361i,WGS84,NA,225,Eucalyptus albens,E_albens
J362a,Eucalyptus sideroxylon,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42108,148.51126,NA,J362a,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J362b,Eucalyptus sideroxylon,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42108,148.51126,NA,J362b,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J367a,Eucalyptus sideroxylon,"Uralla-Kingstown Rd, Kingstown",2015-12-15T00:00:00Z,-30.5285,151.15897,NA,J367a,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J367b,Eucalyptus sideroxylon,"Uralla-Kingstown Rd, Kingstown",2015-12-15T00:00:00Z,-30.5285,151.15897,NA,J367b,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J367c,Eucalyptus sideroxylon,"Uralla-Kingstown Rd, Kingstown",2015-12-15T00:00:00Z,-30.5285,151.15897,NA,J367c,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J367d,Eucalyptus sideroxylon,"Uralla-Kingstown Rd, Kingstown",2015-12-15T00:00:00Z,-30.5285,151.15897,NA,J367d,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J367e,Eucalyptus sideroxylon,"Uralla-Kingstown Rd, Kingstown",2015-12-15T00:00:00Z,-30.5285,151.15897,NA,J367e,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J367f,Eucalyptus sideroxylon,"Uralla-Kingstown Rd, Kingstown",2015-12-15T00:00:00Z,-30.5285,151.15897,NA,J367f,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J367g,Eucalyptus sideroxylon,"Uralla-Kingstown Rd, Kingstown",2015-12-15T00:00:00Z,-30.5285,151.15897,NA,J367g,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J367h,Eucalyptus sideroxylon,"Uralla-Kingstown Rd, Kingstown",2015-12-15T00:00:00Z,-30.5285,151.15897,NA,J367h,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J374a,Eucalyptus albens,Ensay,2016-01-24T00:00:00Z,-37.36159,147.85228,NA,J374a,WGS84,NA,225,Eucalyptus albens,E_albens
J374b,Eucalyptus albens,Ensay,2016-01-24T00:00:00Z,-37.36159,147.85228,NA,J374b,WGS84,NA,225,Eucalyptus albens,E_albens
J374c,Eucalyptus albens,Ensay,2016-01-24T00:00:00Z,-37.36159,147.85228,NA,J374c,WGS84,NA,225,Eucalyptus albens,E_albens
J374d,Eucalyptus albens,Ensay,2016-01-24T00:00:00Z,-37.36159,147.85228,NA,J374d,WGS84,NA,225,Eucalyptus albens,E_albens
J374e,Eucalyptus albens,Ensay,2016-01-24T00:00:00Z,-37.36159,147.85228,NA,J374e,WGS84,NA,225,Eucalyptus albens,E_albens
J374f,Eucalyptus albens,Ensay,2016-01-24T00:00:00Z,-37.36159,147.85228,NA,J374f,WGS84,NA,225,Eucalyptus albens,E_albens
J374g,Eucalyptus albens,Ensay,2016-01-24T00:00:00Z,-37.36159,147.85228,NA,J374g,WGS84,NA,225,Eucalyptus albens,E_albens
J374h,Eucalyptus albens,Ensay,2016-01-24T00:00:00Z,-37.36159,147.85228,NA,J374h,WGS84,NA,225,Eucalyptus albens,E_albens
J374i,Eucalyptus albens,Ensay,2016-01-24T00:00:00Z,-37.36159,147.85228,NA,J374i,WGS84,NA,225,Eucalyptus albens,E_albens
J376a,Eucalyptus albens,McKillop Bridge,2016-01-25T00:00:00Z,-37.07782,148.34419,NA,J376a,WGS84,NA,225,Eucalyptus albens,E_albens
J376b,Eucalyptus albens,McKillop Bridge,2016-01-25T00:00:00Z,-37.07782,148.34419,NA,J376b,WGS84,NA,225,Eucalyptus albens,E_albens
J376c,Eucalyptus albens,McKillop Bridge,2016-01-25T00:00:00Z,-37.07782,148.34419,NA,J376c,WGS84,NA,225,Eucalyptus albens,E_albens
J376d,Eucalyptus albens,McKillop Bridge,2016-01-25T00:00:00Z,-37.07782,148.34419,NA,J376d,WGS84,NA,225,Eucalyptus albens,E_albens
J376e,Eucalyptus albens,McKillop Bridge,2016-01-25T00:00:00Z,-37.07782,148.34419,NA,J376e,WGS84,NA,225,Eucalyptus albens,E_albens
J376f,Eucalyptus albens,McKillop Bridge,2016-01-25T00:00:00Z,-37.07782,148.34419,NA,J376f,WGS84,NA,225,Eucalyptus albens,E_albens
J376g,Eucalyptus albens,McKillop Bridge,2016-01-25T00:00:00Z,-37.07782,148.34419,NA,J376g,WGS84,NA,225,Eucalyptus albens,E_albens
J376h,Eucalyptus albens,McKillop Bridge,2016-01-25T00:00:00Z,-37.07782,148.34419,NA,J376h,WGS84,NA,225,Eucalyptus albens,E_albens
J376i,Eucalyptus albens,McKillop Bridge,2016-01-25T00:00:00Z,-37.07782,148.34419,NA,J376i,WGS84,NA,225,Eucalyptus albens,E_albens
J377a,Eucalyptus albens,Suggan Buggan,2016-01-25T00:00:00Z,-36.96985,148.30525,NA,J377a,WGS84,NA,225,Eucalyptus albens,E_albens
J377b,Eucalyptus albens,Suggan Buggan,2016-01-25T00:00:00Z,-36.96985,148.30525,NA,J377b,WGS84,NA,225,Eucalyptus albens,E_albens
J377c,Eucalyptus albens,Suggan Buggan,2016-01-25T00:00:00Z,-36.96985,148.30525,NA,J377c,WGS84,NA,225,Eucalyptus albens,E_albens
J377d,Eucalyptus albens,Suggan Buggan,2016-01-25T00:00:00Z,-36.96985,148.30525,NA,J377d,WGS84,NA,225,Eucalyptus albens,E_albens
J377e,Eucalyptus albens,Suggan Buggan,2016-01-25T00:00:00Z,-36.96985,148.30525,NA,J377e,WGS84,NA,225,Eucalyptus albens,E_albens
J377g,Eucalyptus albens,Suggan Buggan,2016-01-25T00:00:00Z,-36.96985,148.30525,NA,J377g,WGS84,NA,225,Eucalyptus albens,E_albens
J377h,Eucalyptus albens,Suggan Buggan,2016-01-25T00:00:00Z,-36.96985,148.30525,NA,J377h,WGS84,NA,225,Eucalyptus albens,E_albens
J377i,Eucalyptus albens,Suggan Buggan,2016-01-25T00:00:00Z,-36.96985,148.30525,NA,J377i,WGS84,NA,225,Eucalyptus albens,E_albens
J382b,Eucalyptus albens,Swifts Creek,2016-01-27T00:00:00Z,-37.21575,147.71677,NA,J382b,WGS84,NA,225,Eucalyptus albens,E_albens
J382c,Eucalyptus albens,Swifts Creek,2016-01-27T00:00:00Z,-37.21575,147.71677,NA,J382c,WGS84,NA,225,Eucalyptus albens,E_albens
J382d,Eucalyptus albens,Swifts Creek,2016-01-27T00:00:00Z,-37.21575,147.71677,NA,J382d,WGS84,NA,225,Eucalyptus albens,E_albens
J382e,Eucalyptus albens,Swifts Creek,2016-01-27T00:00:00Z,-37.21575,147.71677,NA,J382e,WGS84,NA,225,Eucalyptus albens,E_albens
J382f,Eucalyptus albens,Swifts Creek,2016-01-27T00:00:00Z,-37.21575,147.71677,NA,J382f,WGS84,NA,225,Eucalyptus albens,E_albens
J382g,Eucalyptus albens,Swifts Creek,2016-01-27T00:00:00Z,-37.21575,147.71677,NA,J382g,WGS84,NA,225,Eucalyptus albens,E_albens
J382h,Eucalyptus albens,Swifts Creek,2016-01-27T00:00:00Z,-37.21575,147.71677,NA,J382h,WGS84,NA,225,Eucalyptus albens,E_albens
J382i,Eucalyptus albens,Swifts Creek,2016-01-27T00:00:00Z,-37.21575,147.71677,NA,J382i,WGS84,NA,225,Eucalyptus albens,E_albens
J385a,Eucalyptus sideroxylon,Chiltern,2016-01-29T00:00:00Z,-36.17434,146.66263,NA,J385a,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J385b,Eucalyptus sideroxylon,Chiltern,2016-01-29T00:00:00Z,-36.17434,146.66263,NA,J385b,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J385c,Eucalyptus sideroxylon,Chiltern,2016-01-29T00:00:00Z,-36.17434,146.66263,NA,J385c,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J385d,Eucalyptus sideroxylon,Chiltern,2016-01-29T00:00:00Z,-36.17434,146.66263,NA,J385d,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J385e,Eucalyptus sideroxylon,Chiltern,2016-01-29T00:00:00Z,-36.17434,146.66263,NA,J385e,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J385f,Eucalyptus sideroxylon,Chiltern,2016-01-29T00:00:00Z,-36.17434,146.66263,NA,J385f,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J385g,Eucalyptus sideroxylon,Chiltern,2016-01-29T00:00:00Z,-36.17434,146.66263,NA,J385g,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J385h,Eucalyptus sideroxylon,Chiltern,2016-01-29T00:00:00Z,-36.17434,146.66263,NA,J385h,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J385i,Eucalyptus sideroxylon,Chiltern,2016-01-29T00:00:00Z,-36.17434,146.66263,NA,J385i,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J386a,Eucalyptus albens,Chiltern,2016-01-29T00:00:00Z,-36.14425,146.65103,NA,J386a,WGS84,NA,225,Eucalyptus albens,E_albens
J386b,Eucalyptus albens,Chiltern,2016-01-29T00:00:00Z,-36.14425,146.65103,NA,J386b,WGS84,NA,225,Eucalyptus albens,E_albens
J386c,Eucalyptus albens,Chiltern,2016-01-29T00:00:00Z,-36.14425,146.65103,NA,J386c,WGS84,NA,225,Eucalyptus albens,E_albens
J386d,Eucalyptus albens,Chiltern,2016-01-29T00:00:00Z,-36.14425,146.65103,NA,J386d,WGS84,NA,225,Eucalyptus albens,E_albens
J386e,Eucalyptus albens,Chiltern,2016-01-29T00:00:00Z,-36.14425,146.65103,NA,J386e,WGS84,NA,225,Eucalyptus albens,E_albens
J386f,Eucalyptus albens,Chiltern,2016-01-29T00:00:00Z,-36.14425,146.65103,NA,J386f,WGS84,NA,225,Eucalyptus albens,E_albens
J386g,Eucalyptus albens,Chiltern,2016-01-29T00:00:00Z,-36.14425,146.65103,NA,J386g,WGS84,NA,225,Eucalyptus albens,E_albens
J386h,Eucalyptus albens,Chiltern,2016-01-29T00:00:00Z,-36.14425,146.65103,NA,J386h,WGS84,NA,225,Eucalyptus albens,E_albens
J386i,Eucalyptus albens,Chiltern,2016-01-29T00:00:00Z,-36.14425,146.65103,NA,J386i,WGS84,NA,225,Eucalyptus albens,E_albens
J387a,Eucalyptus sideroxylon,Warrangatta,2016-01-29T00:00:00Z,-32.24456,146.18248,NA,J387a,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J387b,Eucalyptus sideroxylon,Warrangatta,2016-01-29T00:00:00Z,-32.24456,146.18248,NA,J387b,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J387c,Eucalyptus sideroxylon,Warrangatta,2016-01-29T00:00:00Z,-32.24456,146.18248,NA,J387c,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J387d,Eucalyptus sideroxylon,Warrangatta,2016-01-29T00:00:00Z,-32.24456,146.18248,NA,J387d,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J387e,Eucalyptus sideroxylon,Warrangatta,2016-01-29T00:00:00Z,-32.24456,146.18248,NA,J387e,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J387f,Eucalyptus sideroxylon,Warrangatta,2016-01-29T00:00:00Z,-32.24456,146.18248,NA,J387f,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J387g,Eucalyptus sideroxylon,Warrangatta,2016-01-29T00:00:00Z,-32.24456,146.18248,NA,J387g,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J387h,Eucalyptus sideroxylon,Warrangatta,2016-01-29T00:00:00Z,-32.24456,146.18248,NA,J387h,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J387i,Eucalyptus sideroxylon,Warrangatta,2016-01-29T00:00:00Z,-32.24456,146.18248,NA,J387i,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J388,Eucalyptus albens,Warrangatta,2016-01-29T00:00:00Z,-36.26528,146.15425,NA,J388,WGS84,NA,225,Eucalyptus albens,E_albens
J388a,Eucalyptus albens,Warrangatta,2016-01-29T00:00:00Z,-36.26528,146.15425,NA,J388a,WGS84,NA,225,Eucalyptus albens,E_albens
J388b,Eucalyptus albens,Warrangatta,2016-01-29T00:00:00Z,-36.26528,146.15425,NA,J388b,WGS84,NA,225,Eucalyptus albens,E_albens
J388c,Eucalyptus albens,Warrangatta,2016-01-29T00:00:00Z,-36.26528,146.15425,NA,J388c,WGS84,NA,225,Eucalyptus albens,E_albens
J388d,Eucalyptus albens,Warrangatta,2016-01-29T00:00:00Z,-36.26528,146.15425,NA,J388d,WGS84,NA,225,Eucalyptus albens,E_albens
J388e,Eucalyptus albens,Warrangatta,2016-01-29T00:00:00Z,-36.26528,146.15425,NA,J388e,WGS84,NA,225,Eucalyptus albens,E_albens
J388g,Eucalyptus albens,Warrangatta,2016-01-29T00:00:00Z,-36.26528,146.15425,NA,J388g,WGS84,NA,225,Eucalyptus albens,E_albens
J388h,Eucalyptus albens,Warrangatta,2016-01-29T00:00:00Z,-36.26528,146.15425,NA,J388h,WGS84,NA,225,Eucalyptus albens,E_albens
J388i,Eucalyptus albens,Warrangatta,2016-01-29T00:00:00Z,-36.26528,146.15425,NA,J388i,WGS84,NA,225,Eucalyptus albens,E_albens
J390a,Eucalyptus albens,Reef Road State Park,2016-01-29T00:00:00Z,-36.5877,145.96066,NA,J390a,WGS84,NA,225,Eucalyptus albens,E_albens
J390b,Eucalyptus albens,Reef Road State Park,2016-01-29T00:00:00Z,-36.5877,145.96066,NA,J390b,WGS84,NA,225,Eucalyptus albens,E_albens
J393a,Eucalyptus albens,Heathcote,2016-01-30T00:00:00Z,-36.93458,144.74492,NA,J393a,WGS84,NA,225,Eucalyptus albens,E_albens
J393b,Eucalyptus albens,Heathcote,2016-01-30T00:00:00Z,-36.93458,144.74492,NA,J393b,WGS84,NA,225,Eucalyptus albens,E_albens
J393c,Eucalyptus albens,Heathcote,2016-01-30T00:00:00Z,-36.93458,144.74492,NA,J393c,WGS84,NA,225,Eucalyptus albens,E_albens
J393d,Eucalyptus albens,Heathcote,2016-01-30T00:00:00Z,-36.93458,144.74492,NA,J393d,WGS84,NA,225,Eucalyptus albens,E_albens
J393e,Eucalyptus albens,Heathcote,2016-01-30T00:00:00Z,-36.93458,144.74492,NA,J393e,WGS84,NA,225,Eucalyptus albens,E_albens
J393f,Eucalyptus albens,Heathcote,2016-01-30T00:00:00Z,-36.93458,144.74492,NA,J393f,WGS84,NA,225,Eucalyptus albens,E_albens
J393g,Eucalyptus albens,Heathcote,2016-01-30T00:00:00Z,-36.93458,144.74492,NA,J393g,WGS84,NA,225,Eucalyptus albens,E_albens
J393h,Eucalyptus albens,Heathcote,2016-01-30T00:00:00Z,-36.93458,144.74492,NA,J393h,WGS84,NA,225,Eucalyptus albens,E_albens
J393i,Eucalyptus albens,Heathcote,2016-01-30T00:00:00Z,-36.93458,144.74492,NA,J393i,WGS84,NA,225,Eucalyptus albens,E_albens
J394,Eucalyptus albens,Lake Eppalock,2016-01-30T00:00:00Z,-36.84715,144.52614,NA,J394,WGS84,NA,225,Eucalyptus albens,E_albens
J394a,Eucalyptus albens,Lake Eppalock,2016-01-30T00:00:00Z,-36.84715,144.52614,NA,J394a,WGS84,NA,225,Eucalyptus albens,E_albens
J394b,Eucalyptus albens,Lake Eppalock,2016-01-30T00:00:00Z,-36.84715,144.52614,NA,J394b,WGS84,NA,225,Eucalyptus albens,E_albens
J394c,Eucalyptus albens,Lake Eppalock,2016-01-30T00:00:00Z,-36.84715,144.52614,NA,J394c,WGS84,NA,225,Eucalyptus albens,E_albens
J394d,Eucalyptus albens,Lake Eppalock,2016-01-30T00:00:00Z,-36.84715,144.52614,NA,J394d,WGS84,NA,225,Eucalyptus albens,E_albens
J394e,Eucalyptus albens,Lake Eppalock,2016-01-30T00:00:00Z,-36.84715,144.52614,NA,J394e,WGS84,NA,225,Eucalyptus albens,E_albens
J394f,Eucalyptus albens,Lake Eppalock,2016-01-30T00:00:00Z,-36.84715,144.52614,NA,J394f,WGS84,NA,225,Eucalyptus albens,E_albens
J395b,Eucalyptus albens,"Powers Rd, Woodstock on Loddon",2016-01-31T00:00:00Z,-36.76884,144.07336,NA,J395b,WGS84,NA,225,Eucalyptus albens,E_albens
J395c,Eucalyptus albens,"Powers Rd, Woodstock on Loddon",2016-01-31T00:00:00Z,-36.76884,144.07336,NA,J395c,WGS84,NA,225,Eucalyptus albens,E_albens
J395d,Eucalyptus albens,"Powers Rd, Woodstock on Loddon",2016-01-31T00:00:00Z,-36.76884,144.07336,NA,J395d,WGS84,NA,225,Eucalyptus albens,E_albens
J395e,Eucalyptus albens,"Powers Rd, Woodstock on Loddon",2016-01-31T00:00:00Z,-36.76884,144.07336,NA,J395e,WGS84,NA,225,Eucalyptus albens,E_albens
J395h,Eucalyptus albens,"Powers Rd, Woodstock on Loddon",2016-01-31T00:00:00Z,-36.76884,144.07336,NA,J395h,WGS84,NA,225,Eucalyptus albens,E_albens
J401a,Eucalyptus sideroxylon,"Torreyburn Rd, Yarrowyck",2016-04-05T00:00:00Z,-30.44023,151.25069,NA,J401a,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J401b,Eucalyptus sideroxylon,"Torreyburn Rd, Yarrowyck",2016-04-05T00:00:00Z,-30.44023,151.25069,NA,J401b,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J401c,Eucalyptus sideroxylon,"Torreyburn Rd, Yarrowyck",2016-04-05T00:00:00Z,-30.44023,151.25069,NA,J401c,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J401d,Eucalyptus sideroxylon,"Torreyburn Rd, Yarrowyck",2016-04-05T00:00:00Z,-30.44023,151.25069,NA,J401d,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J401e,Eucalyptus sideroxylon,"Torreyburn Rd, Yarrowyck",2016-04-05T00:00:00Z,-30.44023,151.25069,NA,J401e,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J401f,Eucalyptus sideroxylon,"Torreyburn Rd, Yarrowyck",2016-04-05T00:00:00Z,-30.44023,151.25069,NA,J401f,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J401g,Eucalyptus sideroxylon,"Torreyburn Rd, Yarrowyck",2016-04-05T00:00:00Z,-30.44023,151.25069,NA,J401g,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J401h,Eucalyptus sideroxylon,"Torreyburn Rd, Yarrowyck",2016-04-05T00:00:00Z,-30.44023,151.25069,NA,J401h,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J405a,Eucalyptus sideroxylon,Baldersleigh Rd,2016-04-05T00:00:00Z,-30.22862,151.23865,NA,J405a,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J405b,Eucalyptus sideroxylon,Baldersleigh Rd,2016-04-05T00:00:00Z,-30.22862,151.23865,NA,J405b,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J405c,Eucalyptus sideroxylon,Baldersleigh Rd,2016-04-05T00:00:00Z,-30.22862,151.23865,NA,J405c,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J405d,Eucalyptus sideroxylon,Baldersleigh Rd,2016-04-05T00:00:00Z,-30.22862,151.23865,NA,J405d,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J405e,Eucalyptus sideroxylon,Baldersleigh Rd,2016-04-05T00:00:00Z,-30.22862,151.23865,NA,J405e,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J405f,Eucalyptus sideroxylon,Baldersleigh Rd,2016-04-05T00:00:00Z,-30.22862,151.23865,NA,J405f,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J405g,Eucalyptus sideroxylon,Baldersleigh Rd,2016-04-05T00:00:00Z,-30.22862,151.23865,NA,J405g,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J405h,Eucalyptus sideroxylon,Baldersleigh Rd,2016-04-05T00:00:00Z,-30.22862,151.23865,NA,J405h,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J405i,Eucalyptus sideroxylon,Baldersleigh Rd,2016-04-05T00:00:00Z,-30.22862,151.23865,NA,J405i,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J406a,Eucalyptus albens,"Baldersleigh Rd, The Basin",2016-04-05T00:00:00Z,-30.23707,151.252,NA,J406a,WGS84,NA,225,Eucalyptus albens,E_albens
J406b,Eucalyptus albens,"Baldersleigh Rd, The Basin",2016-04-05T00:00:00Z,-30.23707,151.252,NA,J406b,WGS84,NA,225,Eucalyptus albens,E_albens
J406c,Eucalyptus albens,"Baldersleigh Rd, The Basin",2016-04-05T00:00:00Z,-30.23707,151.252,NA,J406c,WGS84,NA,225,Eucalyptus albens,E_albens
J406d,Eucalyptus albens,"Baldersleigh Rd, The Basin",2016-04-05T00:00:00Z,-30.23707,151.252,NA,J406d,WGS84,NA,225,Eucalyptus albens,E_albens
J406e,Eucalyptus albens,"Baldersleigh Rd, The Basin",2016-04-05T00:00:00Z,-30.23707,151.252,NA,J406e,WGS84,NA,225,Eucalyptus albens,E_albens
J406f,Eucalyptus albens,"Baldersleigh Rd, The Basin",2016-04-05T00:00:00Z,-30.23707,151.252,NA,J406f,WGS84,NA,225,Eucalyptus albens,E_albens
J406g,Eucalyptus albens,"Baldersleigh Rd, The Basin",2016-04-05T00:00:00Z,-30.23707,151.252,NA,J406g,WGS84,NA,225,Eucalyptus albens,E_albens
J406h,Eucalyptus albens,"Baldersleigh Rd, The Basin",2016-04-05T00:00:00Z,-30.23707,151.252,NA,J406h,WGS84,NA,225,Eucalyptus albens,E_albens
J406i,Eucalyptus albens,"Baldersleigh Rd, The Basin",2016-04-05T00:00:00Z,-30.23707,151.252,NA,J406i,WGS84,NA,225,Eucalyptus albens,E_albens
J413a,Eucalyptus albens,Boggabri - private land,2016-06-16T00:00:00Z,-30.70737,150.09621,NA,J413a,WGS84,NA,225,Eucalyptus albens,E_albens
J413c,Eucalyptus albens,Boggabri - private land,2016-06-16T00:00:00Z,-30.70737,150.09621,NA,J413c,WGS84,NA,225,Eucalyptus albens,E_albens
J413f,Eucalyptus albens,Boggabri - private land,2016-06-16T00:00:00Z,-30.70737,150.09621,NA,J413f,WGS84,NA,225,Eucalyptus albens,E_albens
J414a,Eucalyptus albens,Narrabri,2016-06-16T00:00:00Z,-30.49283,149.94203,NA,J414a,WGS84,NA,225,Eucalyptus albens,E_albens
J414b,Eucalyptus albens,Narrabri,2016-06-16T00:00:00Z,-30.49283,149.94203,NA,J414b,WGS84,NA,225,Eucalyptus albens,E_albens
J414c,Eucalyptus albens,Narrabri,2016-06-16T00:00:00Z,-30.49283,149.94203,NA,J414c,WGS84,NA,225,Eucalyptus albens,E_albens
J416a,Eucalyptus sideroxylon,Weewaa,2016-06-17T00:00:00Z,-30.32322,149.26971,NA,J416a,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J416b,Eucalyptus sideroxylon,Weewaa,2016-06-17T00:00:00Z,-30.32322,149.26971,NA,J416b,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J416c,Eucalyptus sideroxylon,Weewaa,2016-06-17T00:00:00Z,-30.32322,149.26971,NA,J416c,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J416d,Eucalyptus sideroxylon,Weewaa,2016-06-17T00:00:00Z,-30.32322,149.26971,NA,J416d,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J416e,Eucalyptus sideroxylon,Weewaa,2016-06-17T00:00:00Z,-30.32322,149.26971,NA,J416e,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
J416f,Eucalyptus sideroxylon,Weewaa,2016-06-17T00:00:00Z,-30.32322,149.26971,NA,J416f,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
